ID_Codigo;ID;Anexo;Titulo_Anexo;Item_Anexo;Descritivo;Tratamento;Perc_Reducao;Perc_Aliquota_Aplicavel;Tributo;Tipo_Classificacao;Codigo;Codigo_Normalizado;Nivel_Codigo;Base_Legal;Linha_Agrupadora;Condicionantes_Observacoes
192;136;IV;Dispositivos medicos submetidos a reducao de 60%;71;Bisturi elétrico;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.90.21;90189021;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
193;137;IV;Dispositivos medicos submetidos a reducao de 60%;72;Aparelho de anestesia com monitor multiparâmetros;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.90.99;90189099;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
194;138;IV;Dispositivos medicos submetidos a reducao de 60%;73;Autoclave;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8419.81.10;84198110;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
195;139;IV;Dispositivos medicos submetidos a reducao de 60%;74;Retinógrafo;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.50.90;90185090;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
196;140;IV;Dispositivos medicos submetidos a reducao de 60%;75;Meios de cultura;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;3821.00.00;38210000;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
197;141;IV;Dispositivos medicos submetidos a reducao de 60%;76;Termocicladores utilizados em diagnóstico e na pesquisa científica;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8419.89.99;84198999;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
198;142;IV;Dispositivos medicos submetidos a reducao de 60%;77;Partes e peças de termocicladores;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8419.90.40;84199040;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
199;143;IV;Dispositivos medicos submetidos a reducao de 60%;78;Pipetadores laboratoriais para diagnóstico e pesquisa científica;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8479.89.12;84798912;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
200;144;IV;Dispositivos medicos submetidos a reducao de 60%;79;Cromatógrafo de fase líquida;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.20.12;90272012;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
201;145;IV;Dispositivos medicos submetidos a reducao de 60%;80;Sequenciadores automáticos de ADN mediante eletroforese capilar;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.20.21;90272021;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
202;146;IV;Dispositivos medicos submetidos a reducao de 60%;81;Aparelhos de eletroforese para diagnóstico e pesquisa científica;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.20.29;90272029;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
203;147;IV;Dispositivos medicos submetidos a reducao de 60%;82;Analisadores por espectrofotometria para diagnóstico e pesquisa científica;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.30;902730;6 digitos (subposicao);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
204;148;IV;Dispositivos medicos submetidos a reducao de 60%;83;Analisadores por fotometria para diagnóstico e pesquisa científica;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.50.20;90275020;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
205;149;IV;Dispositivos medicos submetidos a reducao de 60%;84;Citômetro de fluxo;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.50.50;90275050;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
206;150;IV;Dispositivos medicos submetidos a reducao de 60%;85;Analisadores por radiações ópticas para diagnóstico e pesquisa científica;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.50.90;90275090;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
207;151;IV;Dispositivos medicos submetidos a reducao de 60%;86;Outros analisadores para diagnóstico e pesquisa científica;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.89.99;90278999;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
208;152;IV;Dispositivos medicos submetidos a reducao de 60%;87;Espectrômetro de massa;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.81.00;90278100;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
209;153;IV;Dispositivos medicos submetidos a reducao de 60%;88;Outros analisadores para diagnóstico;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.89.99;90278999;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
210;154;IV;Dispositivos medicos submetidos a reducao de 60%;89;Micrótomo;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.90.10;90279010;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
211;155;IV;Dispositivos medicos submetidos a reducao de 60%;90;Partes e peças de equipamentos analisadores laboratoriais;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9027.90.9;9027909;7 digitos (item);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
212;156;IV;Dispositivos medicos submetidos a reducao de 60%;91;Preservativo;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;4014.10.00;40141000;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
213;157;IV;Dispositivos medicos submetidos a reducao de 60%;92;Dispositivo intrauterino (DIU);Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.90.99;90189099;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
214;158;IV;Dispositivos medicos submetidos a reducao de 60%;93;Substância para conservação de órgãos e tecidos;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;3824.99.89;38249989;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
215;159;IV;Dispositivos medicos submetidos a reducao de 60%;94;Introdutor de punção para implante de eletrodo endocárdico;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9021.90.91;90219091;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
216;160;IV;Dispositivos medicos submetidos a reducao de 60%;95;Enxerto tubular de politetrafluoretileno - PTFE (por cm2);Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9021.90.99;90219099;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
217;161;IV;Dispositivos medicos submetidos a reducao de 60%;96;Enxerto arterial e venoso tubular inorgânico;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9021.90.99;90219099;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
218;162;IV;Dispositivos medicos submetidos a reducao de 60%;97;Botão para crânio;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9021.90.99;90219099;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
219;163;IV;Dispositivos medicos submetidos a reducao de 60%;98;Guia metálico para introdução de cateter duplo lumen;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.39.29;90183929;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
220;164;IV;Dispositivos medicos submetidos a reducao de 60%;99;Dilatador para implante de cateter duplo lumen;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.39.29;90183929;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
221;165;IV;Dispositivos medicos submetidos a reducao de 60%;100;Guia de troca para angioplastia;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.39.29;90183929;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
222;166;IV;Dispositivos medicos submetidos a reducao de 60%;101;Introdutor para cateter com e sem válvula;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.39.29;90183929;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
223;167;IV;Dispositivos medicos submetidos a reducao de 60%;102;Kit cânula;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.39.99;90183999;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
224;167;IV;Dispositivos medicos submetidos a reducao de 60%;102;Kit cânula;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.39.91;90183991;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
225;168;IV;Dispositivos medicos submetidos a reducao de 60%;103;Dreno para sucção;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.39.29;90183929;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
226;169;IV;Dispositivos medicos submetidos a reducao de 60%;104;Sistema de drenagem mediastinal;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.39.29;90183929;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
227;170;IV;Dispositivos medicos submetidos a reducao de 60%;105;Conjunto descartável de balão intra-aórtico;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9018.90.99;90189099;8 digitos (item completo);Art. 131;Nao;So se aplica a dispositivos regularizados na Anvisa. Lista revisada a cada 120 dias por ato conjunto MF/CGIBS (art. 131, par. 2). Aliquota zero se adquiridos por adm. publica direta, autarquias, fundacoes publicas ou entidades de saude com CEBAS/SUS (art. 144, II)
228;171;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1;ACESSÓRIOS E ADAPTAÇÕES ESPECIAIS PARA SEREM INSTALADOS EM VEÍCULOS AUTOMOTORES PERTENCENTES OU QUE FOREM DESTINADOS A PESSOAS COM DEFICIÊNCIA FÍSICA;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;;;Nao informado;Art. 132;Sim;Aliquota zero na hipotese do art. 145, II
229;172;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.1;Comando de embreagem manual, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.99.10;87089910;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
230;173;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.2;Comando de freio manual, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.99.10;87089910;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
231;174;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.3;Comando de acelerador manual, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.99.10;87089910;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
232;175;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.4;Inversão do pedal do acelerador, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.99.10;87089910;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
233;176;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.5;Prolongamento de pedais, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.99.10;87089910;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
234;177;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.6;Empunhadura, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.29.99;87082999;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
235;178;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.7;Servo acionadores de volante, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.99.10;87089910;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
236;179;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.8;Deslocamento de comandos do painel, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.29.99;87082999;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
237;180;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.9;Plataforma giratória para deslocamento giratório do assento de veículo, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.29.99;87082999;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
238;181;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.10;Trilho elétrico para deslocamento do assento dianteiro para outra parte do interior do veículo, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.29.99;87082999;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
239;182;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.11;Plataforma de elevação para cadeira de rodas, manual, eletro-hidráulica ou eletromecânica;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8428.90.90;84289090;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
240;183;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.12;Rampa para cadeira de rodas, suas partes e acessórios;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8708.29.99;87082999;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
241;184;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;1.13;Guincho para transportar cadeira de rodas;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8425.31.10;84253110;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
242;185;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2;PRODUTOS DESTINADOS A USO DE PESSOA COM DEFICIÊNCIA VISUAL;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;;;Nao informado;Art. 132;Sim;Aliquota zero na hipotese do art. 145, II
243;186;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.1;Bengala inteiriça, dobrável ou telescópica, com ponteira de náilon;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;6602.00.00;66020000;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
244;187;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.2;Relógio em braille, com sintetizador de voz e mostrador ampliado;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9102.11.10;91021110;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
245;187;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.2;Relógio em braille, com sintetizador de voz e mostrador ampliado;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9102.11.90;91021190;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
246;187;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.2;Relógio em braille, com sintetizador de voz e mostrador ampliado;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9102.91.00;91029100;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
247;188;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.3;Termômetro digital com sistema de voz;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9025.19.90;90251990;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
248;189;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.4;Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8470.10.00;84701000;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
249;189;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.4;Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8470.29.00;84702900;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
250;190;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.5;Agenda eletrônica com teclado em braille, com ou sem sintetizador de voz;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8543.70.99;85437099;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
251;191;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.6;Reglete para escrita em braille;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9017.20.00;90172000;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
252;192;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.7;Display braille e teclado em Braille para uso em microcomputador, com sistema interativo para introdução e leitura de dados por meio de tabelas de caracteres Braille;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8471.60.90;84716090;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
253;193;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.8;Máquina de escrever para escrita em braille, manual ou elétrica, com teclado de datilografia comum ou na formação Braille;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8472.90.99;84729099;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
254;194;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.9;Impressora de caracteres em braille para uso com microcomputadores, com sistema de folha solta ou dois lados da folha, com ou sem sistema de comando de voz ou sistema acústico;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8443.32.22;84433222;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
255;195;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;2.10;Equipamento sintetizador para reprodução em voz de sinais gerados por microcomputadores, permitida a leitura de dados de arquivos, de uso interno ou externo, com padrão de protocolo SSIL de interface com softwares leitores de tela;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8471.80.00;84718000;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
256;196;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;3;PRODUTOS DESTINADOS AO USO DE PESSOAS COM DEFICIÊNCIA AUDITIVA;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;;;Nao informado;Art. 132;Sim;Aliquota zero na hipotese do art. 145, II
257;197;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;3.1;Aparelho telefônico com teclado alfanumérico e visor luminoso, com ou sem impressora embutida, que permite converter sinais transmitidos por sistema telefônico em caracteres e símbolos;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;8517.1;85171;5 digitos (subposicao);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
258;198;V;Dispositivos de acessibilidade proprios para pessoas com deficiencia submetidos a reducao de 60%;3.2;Relógio despertador vibratório e/ou luminoso;Reducao de 60%;60.0;40.0;IBS e CBS;NCM/SH;9103.10.00;91031000;8 digitos (item completo);Art. 132;Nao;Aliquota zero na hipotese do art. 145, II
